app_id,title,price,release_date,rating,required_age,is_multiplayer
2700,"RollerCoaster Tycoon® 3: Platinum",19.99,"2008-03-12 00:00:00",81,0,0
2710,"Act of War: Direct Action",2.99,"2008-03-12 00:00:00",82,0,1
2720,"ThreadSpace: Hyperbol",9.99,"2007-07-12 00:00:00",-1,0,1
2780,"ARMA: Combat Operations",7.99,"2008-03-12 00:00:00",74,0,1
2800,"X2: The Threat",4.99,"2006-07-21 00:00:00",72,0,0
2810,"X3: Reunion",9.99,"2006-07-21 00:00:00",71,0,0
2820,"X3: Terran Conflict",15.99,"2008-10-16 00:00:00",73,0,0
2840,"X: Beyond the Frontier",4.99,"2010-10-08 00:00:00",67,0,0
2850,"X: Tension",4.99,"2010-10-08 00:00:00",-1,0,0
2870,"X Rebirth",29.99,"2013-11-15 00:00:00",33,0,0
2900,"688(I) Hunter/Killer",9.99,"2006-10-26 00:00:00",-1,0,1
2910,"Fleet Command",9.99,"2006-10-26 00:00:00",-1,0,0
2920,"Sub Command",9.99,"2006-10-26 00:00:00",84,0,1
2990,"FlatOut 2™",9.99,"2006-12-21 00:00:00",76,0,0
3000,"GTI Racing",4.99,"2006-08-24 00:00:00",-1,0,1
3010,"Xpand Rally",4.99,"2006-08-24 00:00:00",82,0,1
3020,"Call of Juarez™",9.99,"2007-11-08 00:00:00",72,17,1
3050,"Xpand Rally Xtreme",4.99,"2008-10-08 00:00:00",-1,0,1
3130,"Men of War: Red Tide",4.99,"2009-11-01 00:00:00",77,0,0
3170,"King's Bounty: Armored Princess",9.99,"2009-11-19 00:00:00",82,0,0
3200,"Painkiller: Black Edition",9.99,"2007-01-24 00:00:00",81,17,1
3230,"Genesis Rising",4.99,"2007-08-06 00:00:00",57,0,1
3260,"Safecracker: The Ultimate Puzzle Adventure",4.99,"2007-08-29 00:00:00",69,0,0
3270,"Painkiller Overdose",4.99,"2007-10-30 00:00:00",65,17,1
3300,"Bejeweled 2 Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3310,"Chuzzle Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3320,"Insaniquarium Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3330,"Zuma Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3340,"AstroPop Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3350,"Bejeweled Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3360,"Big Money! Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3370,"Bookworm Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3380,"Dynomite Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3390,"Feeding Frenzy 2 Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3400,"Hammer Heads Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3410,"Heavy Weapon Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3420,"Iggle Pop Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3430,"Pizza Frenzy Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3440,"Rocket Mania Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3450,"Typer Shark! Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3460,"Talismania Deluxe",4.99,"2006-08-30 00:00:00",-1,0,0
3470,"Bookworm Adventures Deluxe",4.99,"2007-01-04 00:00:00",82,0,0
3480,"Peggle Deluxe",4.99,"2007-03-06 00:00:00",-1,0,0
3483,"Peggle Extreme",0,"2007-09-11 00:00:00",-1,0,0
3490,"Venice Deluxe",4.99,"2007-06-25 00:00:00",-1,0,0
3500,"Mystery P.I.™ - The Lottery Ticket",4.99,"2007-10-16 00:00:00",-1,0,0
3510,"Amazing Adventures The Lost Tomb™",4.99,"2007-12-13 00:00:00",-1,0,0
3520,"Mystery P.I.™ - The Vegas Heist",4.99,"2008-06-05 00:00:00",-1,0,0
3530,"Amazing Adventures Around the World",4.99,"2009-04-15 00:00:00",-1,0,0
3540,"Peggle™ Nights",4.99,"2008-10-15 00:00:00",76,0,0
3560,"Bejeweled Twist",4.99,"2008-11-18 00:00:00",78,0,0
3570,"Mystery P.I.™ - The New York Fortune",4.99,"2009-01-28 00:00:00",-1,0,0
3580,"The Wizard's Pen™",4.99,"2009-02-18 00:00:00",-1,0,0
3590,"Plants vs. Zombies GOTY Edition",4.99,"2009-05-05 00:00:00",87,0,0
3600,"Escape Rosecliff Island",4.99,"2009-04-15 00:00:00",-1,0,0
3610,"Mystery P.I. - Lost in Los Angeles",4.99,"2009-07-27 00:00:00",-1,0,0
3620,"Zuma's Revenge!",4.99,"2009-09-15 00:00:00",78,0,0
3630,"Bookworm™ Adventures Volume 2",4.99,"2009-07-30 00:00:00",79,0,0
3700,"Sniper Elite",9.99,"2009-07-16 00:00:00",76,0,0
3710,"Judge Dredd: Dredd vs. Death",7.99,"2009-03-26 00:00:00",55,0,1
3720,"Evil Genius",9.99,"2009-06-22 00:00:00",75,0,0
3730,"Aliens versus Predator Classic 2000",4.99,"2010-01-15 00:00:00",-1,17,1
3800,"Advent Rising",9.99,"2006-09-14 00:00:00",70,0,0
3810,BloodRayne,9.99,"2006-09-14 00:00:00",65,17,0
3820,"BloodRayne 2",9.99,"2006-09-14 00:00:00",67,17,0
3830,Psychonauts,9.99,"2006-10-11 00:00:00",87,0,0
3900,"Sid Meier's Civilization® IV",19.99,"2006-10-25 00:00:00",94,0,1
3910,"Sid Meier's Civilization® III Complete",4.99,"2006-10-25 00:00:00",90,0,1
3920,"Sid Meier's Pirates!",9.99,"2005-07-11 00:00:00",88,0,0
3960,"Shattered Union",4.99,"2006-10-25 00:00:00",67,0,1
3980,"CivCity: Rome",9.99,"2007-04-06 00:00:00",67,0,0
3990,"Civilization IV®: Warlords",4.99,"2007-04-06 00:00:00",84,0,0
4000,"Garry's Mod",9.99,"2006-11-29 00:00:00",-1,0,1
4100,"Poker Superstars II",9.99,"2006-10-05 00:00:00",-1,0,0
4230,"RACE - The WTCC Game",39.99,"2006-11-24 00:00:00",-1,0,1
4240,"RACE - The WTCC Game",39.99,"2006-11-24 00:00:00",-1,0,1
4290,"RACE: Caterham Expansion",4.99,"2007-06-22 00:00:00",-1,0,1
4300,RoboBlitz,9.99,"2006-11-07 00:00:00",80,0,0
4420,Silverfall,9.99,"2007-03-20 00:00:00",62,0,0
4460,"City Life 2008",9.99,"2008-09-29 00:00:00",-1,0,0
4470,"Silverfall: Earth Awakening",9.99,"2008-07-18 00:00:00",-1,0,1
4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl",19.99,"2007-03-20 00:00:00",82,17,1
4520,"Full Spectrum Warrior",9.99,"2007-07-17 00:00:00",80,0,1
4530,"Full Spectrum Warrior: Ten Hammers",9.99,"2007-07-17 00:00:00",70,0,1
4540,"Titan Quest",14.99,"2007-07-17 00:00:00",77,0,1
4550,"Titan Quest - Immortal Throne",14.99,"2007-07-17 00:00:00",80,0,0
4560,"Company of Heroes",19.99,"2007-07-17 00:00:00",93,17,1
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",12.99,"2007-08-07 00:00:00",86,17,1
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",12.99,"2007-08-07 00:00:00",87,17,1
4700,"Medieval II: Total War™",19.99,"2007-11-27 00:00:00",88,0,1
4720,"Condemned: Criminal Origins",14.95,"2012-10-29 00:00:00",78,17,0
4760,"Rome: Total War™ - Collection",9.99,"2007-08-28 00:00:00",92,0,1
4770,"Rome: Total War™ - Alexander",4.99,"2007-08-28 00:00:00",79,0,1
4780,"Medieval II: Total War™ Kingdoms",11.99,"2007-11-27 00:00:00",85,0,1
4800,"Heroes of Annihilated Empires",14.99,"2006-11-22 00:00:00",65,0,1
4850,"Cossacks: Back to War",4.99,"2010-09-02 00:00:00",60,0,1
4870,"Cossacks: Art of War",4.99,"2011-08-26 00:00:00",74,0,0
4880,"Cossacks: European Wars",4.99,"2011-08-26 00:00:00",74,0,0
4890,"Cossacks II: Battle for Europe",4.99,"2011-08-26 00:00:00",69,0,1
4900,"Zen of Sudoku",4.99,"2006-12-14 00:00:00",-1,0,0
4920,"Natural Selection 2",9.99,"2012-10-30 00:00:00",80,0,1
4932,"Natural Selection 2",9.99,"2012-10-30 00:00:00",80,0,1
6000,"STAR WARS™ Republic Commando™",9.99,"2009-07-08 00:00:00",78,0,0
6010,"Indiana Jones® and the Fate of Atlantis™",5.99,"2009-07-08 00:00:00",-1,0,0
6020,"STAR WARS™ Jedi Knight - Jedi Academy™",9.99,"2009-09-16 00:00:00",81,0,1
6030,"STAR WARS™ Jedi Knight II - Jedi Outcast™",9.99,"2009-09-16 00:00:00",89,0,1
6040,"The Dig®",5.99,"2009-07-08 00:00:00",-1,0,0
6060,"STAR WARS™ Battlefront™ II",9.99,"2009-07-08 00:00:00",78,0,0
6080,"Thrillville®: Off the Rails™",9.99,"2009-07-08 00:00:00",70,0,0
6090,"Armed and Dangerous®",5.99,"2009-07-08 00:00:00",78,0,0
6120,Shank,9.99,"2010-10-25 00:00:00",67,17,0
6129,Shank,9.99,"2010-10-25 00:00:00",67,17,0
6200,"Ghost Master®",4.99,"2006-12-21 00:00:00",81,0,0
6210,"Vegas: Make It Big™",4.99,"2006-12-21 00:00:00",-1,0,0
6220,FlatOut,7.49,"2007-02-02 00:00:00",72,0,1
6250,"Making History: The Calm & the Storm",4.99,"2007-03-13 00:00:00",70,0,1
6270,"Ducati World Championship",4.99,"2007-09-21 00:00:00",35,0,1
6300,"Dreamfall: The Longest Journey",19.99,"2007-01-12 00:00:00",75,0,0
6310,"The Longest Journey",9.99,"2007-05-01 00:00:00",91,0,0
6370,"Bloodline Champions",0,"2011-10-28 00:00:00",79,0,1
6400,"Joint Task Force",9.99,"2007-03-27 00:00:00",68,0,1
6420,"Nexus - The Jupiter Incident",9.99,"2007-07-03 00:00:00",77,0,1
6510,"Lost Planet™: Extreme Condition",14.99,"2007-06-26 00:00:00",66,0,1
6550,"Devil May Cry® 3 Special Edition",19.99,"2007-06-12 00:00:00",66,0,0
6600,"Bullet Candy",3.99,"2007-02-14 00:00:00",-1,0,0
6800,"Commandos: Behind Enemy Lines",3.99,"2007-03-15 00:00:00",-1,0,1
6810,"Commandos: Beyond the Call of Duty",3.99,"2007-03-15 00:00:00",-1,0,1
6830,"Commandos 2: Men of Courage",3.99,"2007-03-15 00:00:00",87,0,1
6840,"Commandos 3: Destination Berlin",3.99,"2007-03-15 00:00:00",72,0,1
6850,"Hitman 2: Silent Assassin",6.99,"2007-03-15 00:00:00",87,0,0
6860,"Hitman: Blood Money",8.99,"2007-03-15 00:00:00",82,17,0
6870,"Battlestations: Midway",6.99,"2007-03-15 00:00:00",76,0,0
6880,"Just Cause",6.99,"2007-03-15 00:00:00",75,17,0
6900,"Hitman: Codename 47",6.99,"2007-03-15 00:00:00",73,17,0
6910,"Deus Ex: Game of the Year Edition",6.99,"2007-03-29 00:00:00",90,0,1
6920,"Deus Ex: Invisible War",6.99,"2007-03-29 00:00:00",80,0,0
6980,"Thief: Deadly Shadows",8.99,"2007-03-29 00:00:00",85,0,0
7000,"Tomb Raider: Legend",6.99,"2007-03-29 00:00:00",82,0,0
7010,"Project: Snowblind",5.99,"2007-03-29 00:00:00",76,0,1
7020,"Rogue Trooper",9.99,"2007-03-29 00:00:00",69,0,1
7110,"Jade Empire™: Special Edition",14.99,"2007-02-27 00:00:00",81,0,0
7200,"Trackmania United Forever Star Edition",29.99,"2008-04-16 00:00:00",80,0,1
7210,"Runaway, A Road Adventure",9.99,"2007-03-14 00:00:00",74,0,0
7220,"Runaway, The Dream of The Turtle",9.99,"2007-03-14 00:00:00",-1,0,0
7260,Loki,9.99,"2007-11-05 00:00:00",-1,0,1
7340,Azada,9.99,"2010-04-21 00:00:00",-1,0,0
7510,X-Blades,9.99,"2009-04-30 00:00:00",54,17,0
7520,"Two Worlds II",19.99,"2011-02-03 00:00:00",76,17,1
7530,"Two Worlds II Castle Defense",9.99,"2011-06-14 00:00:00",-1,0,0
7600,"Sid Meier's Railroads!",9.99,"2007-05-04 00:00:00",77,0,1
7610,"Railroad Tycoon 3",9.99,"2007-05-04 00:00:00",80,0,1
7620,"Railroad Tycoon II Platinum",4.99,"2007-05-04 00:00:00",89,0,0
7650,"X-COM: Terror From the Deep",4.99,"2007-05-04 00:00:00",-1,0,0
7660,"X-COM: Apocalypse",4.99,"2008-09-04 00:00:00",-1,0,0
7670,BioShock™,19.99,"2007-08-21 00:00:00",96,17,0
7730,"X-COM: Interceptor",4.99,"2008-09-04 00:00:00",-1,0,1
7760,"X-COM: UFO Defense",4.99,"2008-09-04 00:00:00",-1,0,0
7770,"X-COM: Enforcer",4.99,"2008-09-04 00:00:00",65,0,1
7830,"Men of War™",4.99,"2009-05-06 00:00:00",80,0,1
7840,"Death Track®: Resurrection",2.99,"2009-05-06 00:00:00",53,0,0
7860,NecroVision,4.99,"2009-05-20 00:00:00",63,0,1
7940,"Call of Duty® 4: Modern Warfare®",19.99,"2007-11-12 00:00:00",92,17,1
7970,"Cabela's® Big Game Hunter™ Trophy Bucks",19.99,"2008-05-16 00:00:00",-1,0,0
8000,"Tomb Raider: Anniversary",8.99,"2007-06-05 00:00:00",83,0,0
8080,"Kane and Lynch: Dead Men™",6.99,"2007-12-13 00:00:00",67,17,1
8100,"Conflict: Denied Ops",5.99,"2008-02-08 00:00:00",58,17,0
8140,"Tomb Raider: Underworld",8.99,"2008-11-21 00:00:00",80,0,0
8170,"Battlestations Pacific",8.99,"2009-05-13 00:00:00",74,0,1
8190,"Just Cause 2",14.99,"2010-03-23 00:00:00",84,17,0
8230,"Sam & Max 104: Abe Lincoln Must Die!",0,"2007-06-15 00:00:00",-1,0,0
8310,"Bone: Out From Boneville",9.99,"2008-06-17 00:00:00",68,0,0
8320,"Bone: The Great Cow Race",9.99,"2008-06-17 00:00:00",76,0,0
8330,"Telltale Texas Hold ‘Em",2.99,"2008-06-17 00:00:00",-1,0,0
8340,"Strong Bad's Cool Game for Attractive People: Season 1",19.99,"2008-12-18 00:00:00",82,0,0
8350,"Strong Bad's Cool Game for Attractive People: Season 1",19.99,"2008-12-18 00:00:00",82,0,0
8360,"Strong Bad's Cool Game for Attractive People: Season 1",19.99,"2008-12-18 00:00:00",82,0,0
8370,"Strong Bad's Cool Game for Attractive People: Season 1",19.99,"2008-12-18 00:00:00",82,0,0
8380,"Strong Bad's Cool Game for Attractive People: Season 1",19.99,"2008-12-18 00:00:00",82,0,0
8400,"Geometry Wars: Retro Evolved",3.99,"2007-06-18 00:00:00",76,0,0
8500,"EVE Online",19.99,"2010-12-15 00:00:00",88,0,1
8600,"RACE 07",3.99,"2007-10-15 00:00:00",83,0,1
8640,"RACE On",7.99,"2009-10-16 00:00:00",-1,0,1
8790,"GTR 2 FIA GT Racing Game",7.99,"2012-12-12 00:00:00",-1,0,1
8800,"Civilization IV: Beyond the Sword",9.99,"2007-07-24 00:00:00",86,0,0
8850,"BioShock® 2",19.99,"2010-02-09 00:00:00",88,17,1
8870,"BioShock Infinite",29.99,"2013-03-25 00:00:00",94,17,0
8880,"Freedom Force",4.99,"2009-05-29 00:00:00",90,0,1
8890,"Freedom Force vs. the Third Reich",4.99,"2009-05-29 00:00:00",-1,0,1
8930,"Sid Meier's Civilization® V",29.99,"2010-09-21 00:00:00",90,0,1
8970,"Axel & Pixel",4.99,"2010-10-06 00:00:00",-1,0,0
8980,Borderlands,19.99,"2009-10-26 00:00:00",81,17,1
9000,"Spear of Destiny",4.99,"2007-08-03 00:00:00",-1,0,0
9010,"Return to Castle Wolfenstein",9.99,"2007-08-03 00:00:00",88,0,1
9030,"QUAKE Mission Pack 2: Dissolution of Eternity",4.99,"2007-08-03 00:00:00",-1,0,1
9040,"QUAKE Mission Pack 1: Scourge of Armagon",4.99,"2007-08-03 00:00:00",-1,0,1
9050,"DOOM 3",9.99,"2007-08-03 00:00:00",87,17,1
9060,"HeXen II",4.99,"2007-08-03 00:00:00",-1,0,1
9160,"Master Levels for Doom II",14.99,"2007-08-03 00:00:00",-1,0,0
9180,"Commander Keen",4.99,"2007-08-03 00:00:00",-1,0,0
9200,RAGE,19.99,"2011-10-03 00:00:00",79,17,1
9219,RAGE,19.99,"2011-10-03 00:00:00",79,17,1
9310,"Warhammer® 40,000: Dawn Of War® – Winter Assault",12.99,"2007-08-07 00:00:00",-1,17,1
9340,"Company of Heroes: Opposing Fronts",19.99,"2007-09-24 00:00:00",87,18,1
9350,"Supreme Commander",14.99,"2011-09-28 00:00:00",86,0,1
9420,"Supreme Commander: Forged Alliance",14.99,"2011-09-28 00:00:00",81,0,1
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",12.99,"2008-03-05 00:00:00",-1,17,1
9460,"Frontlines™: Fuel of War™",19.99,"2008-02-29 00:00:00",73,0,0
9480,"Saints Row 2",9.99,"2009-01-07 00:00:00",72,17,0
9500,Gish,9.99,"2007-07-20 00:00:00",80,0,1
9710,"Desperados 2: Cooper's Revenge",9.99,"2008-03-12 00:00:00",66,0,0
9730,"Tycoon City: New York",9.99,"2008-03-12 00:00:00",67,0,0
9760,"Act of War: High Treason",2.99,"2008-03-12 00:00:00",74,0,1
9800,"Death to Spies",4.99,"2008-03-12 00:00:00",69,0,0
9850,"Codename: Panzers - Cold War",14.99,"2009-05-06 00:00:00",-1,0,1
9870,"Ghostbusters: The Videogame",9.99,"2009-06-16 00:00:00",74,0,0
9880,"Champions Online",0,"2011-06-14 00:00:00",72,0,1
9900,"Star Trek Online",0,"2012-01-31 00:00:00",76,0,1
9930,"Test Drive Unlimited 2",19.99,"2011-02-01 00:00:00",72,0,1
9940,"Blade Kitten",2.99,"2014-05-22 00:00:00",52,0,0
9960,"Haunted House™",5.99,"2010-09-28 00:00:00",-1,0,0
9970,"Star Raiders",9.99,"2011-05-11 00:00:00",-1,0,0
9980,"The UnderGarden",6.99,"2010-11-10 00:00:00",67,0,0
9990,"Ghostbusters: Sanctum of Slime",9.99,"2011-03-23 00:00:00",43,0,0
10090,"Call of Duty: World at War",19.99,"2008-11-18 00:00:00",83,17,1
10110,"Space Quest™ Collection",19.99,"2009-07-23 00:00:00",-1,0,0
10120,"Aces of the Galaxy™",9.99,"2009-07-23 00:00:00",-1,0,0
10130,TimeShift™,19.99,"2009-07-23 00:00:00",71,0,1
10140,"3D Ultra™ Minigolf Adventures",9.99,"2009-07-23 00:00:00",-1,0,0
10150,Prototype™,19.99,"2009-06-10 00:00:00",79,17,0
10180,"Call of Duty®: Modern Warfare® 2",19.99,"2009-11-11 00:00:00",86,0,1
10190,"Call of Duty®: Modern Warfare® 2",19.99,"2009-11-11 00:00:00",86,0,1
10220,"Postal III",14.99,"2012-02-17 00:00:00",24,17,0
10230,"Dead Mountaineer's Hotel",9.99,"2011-10-28 00:00:00",-1,0,0
10240,"A Stroke of Fate: Operation Valkyrie",9.99,"2011-10-28 00:00:00",-1,0,0
10250,"PT Boats: Knights of the Sea",9.99,"2011-10-28 00:00:00",-1,0,1
10260,"PT Boats: South Gambit",9.99,"2011-10-28 00:00:00",-1,0,1
10270,"Disciples III: Reincarnation",19.99,"2014-02-14 00:00:00",-1,0,1
10460,"The Club™",14.99,"2008-02-20 00:00:00",67,0,1
10500,"Empire: Total War™",19.99,"2009-03-03 00:00:00",90,0,1
10520,"Beijing 2008™ - The Official Video Game of the Olympic Games",0,"2008-08-14 00:00:00",-1,0,1
10530,"Space Siege",14.99,"2008-08-14 00:00:00",60,0,1
10680,"Aliens vs. Predator™",14.99,"2010-02-16 00:00:00",68,17,1
11020,"TrackMania Nations Forever",0,"2008-04-16 00:00:00",-1,0,1
11040,"Sherlock Holmes - Nemesis",9.99,"2008-08-07 00:00:00",71,0,0
11050,"Dracula Origin",9.99,"2008-08-07 00:00:00",70,0,0
11130,"Sherlock Holmes: The Mystery of the Mummy",9.99,"2009-08-06 00:00:00",-1,0,0
11140,"Sherlock Holmes: The Awakened - Remastered Edition",9.99,"2009-08-06 00:00:00",72,0,0
11150,"Sherlock Holmes: The Silver Earring",9.99,"2009-08-06 00:00:00",68,0,0
11180,"Sherlock Holmes: The Mystery of the Persian Carpet",9.99,"1970-01-01 00:00:00",-1,0,0
11190,"Sherlock Holmes versus Jack the Ripper",9.99,"2009-12-23 00:00:00",73,0,0
11200,"Shadowgrounds Survivor",9.99,"2007-11-14 00:00:00",79,17,0
11230,"Gumboy Tournament",2.99,"2008-05-19 00:00:00",-1,0,1
11240,"Space Trader: Merchant Marine",4.99,"2008-10-23 00:00:00",-1,0,1
11250,"Pacific Storm",7.99,"2008-06-24 00:00:00",67,0,1
11260,"Pacific Storm Allies",13.99,"2008-08-18 00:00:00",60,0,1
11280,"Penguins Arena: Sedna's World",5.99,"2008-12-18 00:00:00",-1,0,1
11330,Obulis,4.99,"2009-03-19 00:00:00",-1,0,0
11340,"Larva Mortus",4.99,"2009-03-19 00:00:00",64,0,0
11360,Chains,4.99,"2009-07-01 00:00:00",-1,0,0
11370,"Nikopol: Secrets of the Immortals",4.99,"2009-07-30 00:00:00",68,0,0
11390,"Crash Time 2",9.99,"2009-08-27 00:00:00",-1,0,0
11450,Overlord™,4.99,"2009-11-12 00:00:00",81,0,0
11480,"Soldiers: Heroes of World War II",4.99,"2014-07-03 00:00:00",77,0,1
11560,"Maelstrom: The Battle for Earth Begins",4.99,"2009-02-13 00:00:00",58,0,0
